"Gender","Customer Type","Age","Type of Travel","Class","Flight Distance","Inflight wifi service","Departure/Arrival time convenient","Ease of Online booking","Gate location","Food and drink","Online boarding","Seat comfort","Inflight entertainment","On-board service","Leg room service","Baggage handling","Checkin service","Inflight service","Cleanliness","Departure Delay in Minutes","Arrival Delay in Minutes","satisfaction"
"Male","Loyal Customer",24,"Business travel","Business",3480,"1","4","4","4","1","1","1","1","2","3","3","3","3","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",26,"Business travel","Eco",762,"2","2","2","2","2","2","1","2","3","5","4","3","3","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Business travel","Business",2858,"1","1","1","1","4","5","4","2","2","2","2","3","2","5",3,2,"satisfied"
"Male","Loyal Customer",64,"Personal Travel","Eco",522,"3","5","3","3","5","3","5","5","3","5","5","3","5","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Business travel","Eco",926,"4","2","2","2","2","3","4","5","5","4","5","4","5","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",35,"Business travel","Eco Plus",325,"5","4","4","4","5","5","5","5","5","2","5","1","2","5",0,0,"satisfied"
"Female","Loyal Customer",48,"Personal Travel","Eco",679,"2","4","2","2","3","4","5","1","1","2","1","5","1","4",24,16,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Business travel","Business",1814,"1","1","1","1","2","3","5","5","5","5","5","3","5","4",8,0,"satisfied"
"Male","Loyal Customer",15,"Personal Travel","Eco Plus",735,"4","2","4","3","1","4","1","1","2","4","3","4","4","1",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",23,"Business travel","Eco",1119,"2","3","3","4","4","3","4","4","3","1","4","1","3","4",78,111,"neutral or dissatisfied"
"Male","Loyal Customer",9,"Business travel","Business",594,"4","4","4","4","2","2","2","2","3","2","4","5","5","2",0,0,"satisfied"
"Male","Loyal Customer",11,"Personal Travel","Eco",1703,"2","1","2","3","3","2","3","3","3","1","2","3","3","3",42,40,"neutral or dissatisfied"
"Male","Loyal Customer",68,"Personal Travel","Eco",651,"2","4","2","1","3","2","3","3","5","4","3","5","4","3",17,11,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Business travel","Business",1080,"5","5","5","5","5","5","5","2","2","2","2","5","2","3",65,103,"satisfied"
"Male","Loyal Customer",31,"Business travel","Business",1440,"4","4","4","4","4","4","4","4","2","5","2","5","3","4",0,0,"satisfied"
"Female","Loyal Customer",45,"Business travel","Business",2684,"3","3","3","3","2","4","4","4","4","4","4","5","4","4",0,0,"satisfied"
"Male","Loyal Customer",27,"Business travel","Eco Plus",599,"1","4","4","4","1","1","1","1","1","1","3","2","3","1",0,1,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Personal Travel","Eco",1157,"3","4","3","2","2","4","5","1","1","3","4","4","1","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",65,"Personal Travel","Eco Plus",2486,"1","3","1","3","1","1","1","1","1","4","4","1","1","1",2,37,"neutral or dissatisfied"
"Male","disloyal Customer",26,"Business travel","Eco",151,"1","0","1","3","3","1","3","3","3","4","1","4","5","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",17,"Personal Travel","Eco",447,"1","4","1","5","5","1","3","5","3","3","1","3","1","5",6,0,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Business travel","Business",2464,"4","4","4","4","4","4","4","4","4","4","4","4","4","3",18,18,"satisfied"
"Female","Loyal Customer",43,"Personal Travel","Eco",451,"5","4","5","2","2","5","5","4","4","5","4","4","4","3",0,0,"satisfied"
"Female","Loyal Customer",41,"Personal Travel","Eco",153,"3","4","3","1","4","3","4","4","3","5","5","4","5","4",0,5,"neutral or dissatisfied"
"Female","Loyal Customer",58,"Personal Travel","Eco",268,"3","2","3","3","5","3","4","2","2","3","2","3","2","3",13,34,"neutral or dissatisfied"
"Male","Loyal Customer",54,"Business travel","Business",2126,"2","2","2","2","3","4","4","2","2","2","2","5","2","3",0,0,"satisfied"
"Male","disloyal Customer",24,"Business travel","Eco",722,"2","2","2","4","4","2","4","4","2","3","3","3","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",18,"Business travel","Business",1517,"5","5","4","5","4","4","4","4","4","2","4","5","5","4",0,0,"satisfied"
"Male","Loyal Customer",55,"Business travel","Eco",684,"4","5","3","3","4","4","4","4","1","4","1","5","1","4",0,0,"satisfied"
"Male","Loyal Customer",39,"Business travel","Business",3874,"4","4","4","4","5","5","4","5","5","5","5","3","5","4",0,0,"satisfied"
"Female","Loyal Customer",66,"Personal Travel","Eco",329,"1","4","1","3","2","3","4","2","2","1","2","2","2","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Business travel","Business",2953,"2","2","2","2","3","4","5","5","5","5","5","4","5","5",10,2,"satisfied"
"Female","Loyal Customer",49,"Business travel","Business",1814,"4","4","4","4","2","5","4","4","4","4","4","4","4","3",8,16,"satisfied"
"Female","Loyal Customer",56,"Personal Travel","Eco",468,"3","5","3","3","3","4","5","3","3","3","3","3","3","5",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",25,"Business travel","Eco",537,"4","1","4","3","5","4","5","5","1","4","4","4","4","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business travel","Business",1567,"1","4","4","4","3","3","4","1","1","2","1","4","1","4",6,6,"neutral or dissatisfied"
"Male","disloyal Customer",27,"Business travel","Business",134,"2","1","1","2","2","1","3","2","3","3","4","3","5","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Personal Travel","Eco",954,"1","5","1","1","2","1","2","2","2","2","5","2","3","2",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",36,"Business travel","Eco",672,"3","3","3","4","3","3","2","3","2","3","3","3","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",10,"Business travel","Business",997,"4","5","4","4","4","4","4","4","3","4","4","5","4","4",2,4,"satisfied"
"Female","Loyal Customer",39,"Business travel","Business",3165,"1","1","1","1","3","3","5","5","5","5","5","5","5","5",0,0,"satisfied"
"Female","Loyal Customer",12,"Personal Travel","Business",436,"3","5","3","3","5","3","5","5","5","3","4","5","5","5",4,0,"neutral or dissatisfied"
"Male","Loyal Customer",62,"Personal Travel","Business",270,"3","5","3","1","5","5","4","3","3","3","3","5","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",34,"Business travel","Eco",210,"3","4","4","4","3","3","3","3","3","1","3","1","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",54,"Business travel","Business",3307,"5","5","5","5","5","4","5","4","4","4","4","3","4","3",95,95,"satisfied"
"Female","Loyal Customer",50,"Business travel","Business",835,"2","2","2","2","2","3","3","2","2","2","2","4","2","1",25,3,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Business travel","Business",624,"5","5","5","5","2","4","4","4","4","4","4","3","4","5",14,41,"satisfied"
"Male","Loyal Customer",34,"Business travel","Business",3472,"2","2","2","2","2","5","4","5","5","4","5","4","5","4",3,5,"satisfied"
"Female","Loyal Customer",44,"Business travel","Eco",1145,"1","2","2","2","1","2","2","3","3","3","3","2","1","2",152,151,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Business travel","Eco",488,"2","1","1","1","2","2","2","2","3","5","3","2","4","2",71,58,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Business travel","Business",1066,"5","5","5","5","3","5","4","4","4","4","4","5","4","3",0,0,"satisfied"
"Female","Loyal Customer",54,"Business travel","Business",3665,"4","4","4","4","3","5","3","4","4","4","4","1","4","3",0,0,"satisfied"
"Male","Loyal Customer",39,"Business travel","Eco",297,"4","2","3","2","4","4","4","4","1","3","2","2","3","4",3,0,"satisfied"
"Male","Loyal Customer",77,"Business travel","Eco Plus",280,"2","3","3","3","2","2","2","2","2","3","2","4","2","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",75,"Business travel","Business",191,"2","4","5","5","4","2","2","1","1","1","2","1","1","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",34,"Business travel","Business",101,"0","5","0","3","1","2","3","4","4","4","4","4","4","1",0,0,"satisfied"
"Female","Loyal Customer",40,"Business travel","Business",587,"1","1","1","1","5","5","5","4","4","4","4","4","4","5",13,7,"satisfied"
"Female","Loyal Customer",57,"Business travel","Business",157,"2","2","2","2","2","4","4","1","1","1","2","2","1","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",9,"Personal Travel","Eco Plus",195,"3","3","3","4","4","3","4","4","3","5","4","4","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Personal Travel","Eco",760,"2","5","1","5","5","1","5","5","3","2","4","5","4","5",9,11,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Personal Travel","Eco Plus",929,"2","2","2","2","1","2","1","1","3","1","3","4","2","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",31,"Business travel","Business",689,"1","1","1","1","5","5","5","5","3","5","4","5","5","5",0,0,"satisfied"
"Female","Loyal Customer",53,"Business travel","Eco Plus",1010,"2","2","2","2","5","1","2","2","2","2","2","4","2","3",24,7,"neutral or dissatisfied"
"Male","disloyal Customer",23,"Business travel","Eco",738,"5","5","5","2","3","5","3","3","5","3","5","3","4","3",0,6,"satisfied"
"Male","disloyal Customer",36,"Business travel","Eco",438,"3","0","3","2","1","3","2","1","2","5","3","3","1","1",1,16,"neutral or dissatisfied"
"Female","Loyal Customer",23,"Personal Travel","Eco",1199,"2","3","3","4","5","3","5","5","4","2","1","4","3","5",2,0,"neutral or dissatisfied"
"Male","Loyal Customer",56,"Business travel","Business",130,"2","2","2","2","4","5","4","4","4","4","4","5","4","5",0,0,"satisfied"
"Female","Loyal Customer",39,"Business travel","Business",3801,"2","2","2","2","4","4","4","2","1","3","2","4","4","4",0,0,"satisfied"
"Female","Loyal Customer",48,"Business travel","Business",1735,"1","1","1","1","5","4","5","4","4","5","4","3","4","5",30,34,"satisfied"
"Female","Loyal Customer",41,"Personal Travel","Eco",432,"0","4","0","3","4","0","4","4","2","4","4","2","4","4",0,0,"satisfied"
"Male","disloyal Customer",21,"Business travel","Eco",328,"3","0","3","1","1","3","1","1","5","4","4","5","5","1",23,113,"neutral or dissatisfied"
"Male","disloyal Customer",25,"Business travel","Eco",654,"2","2","2","3","5","2","5","5","3","2","4","3","4","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",62,"Personal Travel","Eco",342,"1","3","1","3","1","3","2","5","5","1","5","3","5","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Business travel","Business",1778,"4","4","4","4","2","4","5","5","5","5","5","3","5","4",9,25,"satisfied"
"Male","Loyal Customer",13,"Personal Travel","Eco",2300,"5","5","4","4","3","4","3","3","4","5","4","3","4","3",2,0,"satisfied"
"Male","Loyal Customer",45,"Business travel","Business",1541,"3","2","2","2","2","4","3","3","3","3","3","2","3","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Business travel","Business",337,"3","3","3","3","2","4","5","4","4","4","4","3","4","5",0,0,"satisfied"
"Male","Loyal Customer",30,"Business travel","Business",2497,"3","4","5","4","2","2","3","2","4","4","4","4","4","2",45,40,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Business travel","Business",1911,"3","3","4","3","4","5","5","3","3","3","3","5","3","4",1,4,"satisfied"
"Female","disloyal Customer",42,"Business travel","Business",1069,"5","5","5","3","2","5","2","2","5","4","4","3","5","2",9,0,"satisfied"
"Female","Loyal Customer",54,"Business travel","Business",2936,"3","3","3","3","5","3","1","5","5","5","5","3","5","4",0,0,"satisfied"
"Female","Loyal Customer",33,"Personal Travel","Eco",597,"3","4","3","2","4","3","3","4","1","2","4","2","2","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Personal Travel","Eco",299,"3","4","3","1","1","3","1","1","4","3","4","3","5","1",0,12,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Business travel","Business",2477,"1","1","1","1","4","4","5","4","4","4","4","4","4","5",0,0,"satisfied"
"Female","Loyal Customer",24,"Personal Travel","Eco Plus",680,"3","4","3","3","1","3","1","1","3","4","5","5","4","1",37,9,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Business travel","Business",227,"5","5","5","5","5","1","3","5","5","5","5","3","5","1",7,0,"satisfied"
"Female","Loyal Customer",52,"Business travel","Eco",602,"2","1","1","1","4","2","2","2","2","2","2","1","2","1",86,108,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business travel","Eco",762,"3","4","4","4","3","4","4","3","3","3","3","4","3","1",21,38,"neutral or dissatisfied"
"Female","disloyal Customer",16,"Business travel","Eco",240,"1","0","1","1","4","1","4","4","5","1","5","2","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Business travel","Eco",1947,"4","4","4","4","4","5","4","4","3","3","3","1","4","4",0,0,"satisfied"
"Female","Loyal Customer",39,"Business travel","Business",1107,"4","4","4","4","3","4","4","5","5","5","5","3","5","2",0,0,"satisfied"
"Male","Loyal Customer",66,"Business travel","Eco Plus",707,"4","3","3","3","4","4","4","4","2","4","4","5","5","4",0,0,"satisfied"
"Female","Loyal Customer",29,"Personal Travel","Eco",2300,"5","1","5","2","5","5","5","2","5","3","2","5","3","5",0,3,"satisfied"
"Male","Loyal Customer",57,"Personal Travel","Eco",159,"3","5","3","3","1","3","1","1","3","4","4","5","4","1",83,82,"neutral or dissatisfied"
"Male","Loyal Customer",32,"Business travel","Business",135,"1","3","3","3","1","1","1","1","2","1","4","2","4","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Business travel","Business",1514,"5","5","5","5","2","5","4","4","4","4","4","3","4","3",0,3,"satisfied"
"Male","Loyal Customer",31,"Personal Travel","Eco",134,"3","3","3","2","2","3","3","2","4","1","3","4","3","2",0,1,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Personal Travel","Eco",507,"3","3","3","4","3","3","3","3","4","5","3","3","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",25,"Business travel","Business",280,"2","5","5","5","2","2","2","4","4","4","3","2","2","2",178,221,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Business travel","Business",3534,"2","2","2","2","2","5","4","5","5","5","5","5","5","5",0,0,"satisfied"
"Male","Loyal Customer",36,"Business travel","Business",1363,"5","5","5","5","2","5","5","3","3","4","3","3","3","5",0,0,"satisfied"
"Female","Loyal Customer",30,"Business travel","Business",1992,"3","3","3","3","3","3","3","3","2","4","3","3","3","3",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",27,"Business travel","Business",2153,"3","3","3","2","1","3","1","1","4","3","5","3","4","1",0,6,"neutral or dissatisfied"
"Female","Loyal Customer",60,"Business travel","Business",414,"3","3","3","3","5","4","5","4","4","4","4","3","4","5",46,47,"satisfied"
"Female","Loyal Customer",23,"Personal Travel","Eco",2248,"1","4","0","3","2","0","2","2","4","3","4","4","4","2",1,15,"neutral or dissatisfied"
"Male","Loyal Customer",24,"Personal Travel","Business",110,"2","4","2","4","4","2","4","4","4","1","3","4","3","4",1,0,"neutral or dissatisfied"
"Male","Loyal Customer",9,"Business travel","Business",2776,"3","3","3","3","3","3","3","3","2","2","3","2","4","3",0,9,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Business travel","Eco Plus",163,"4","1","1","1","4","4","4","4","4","3","2","4","1","4",0,0,"satisfied"
"Male","Loyal Customer",15,"Personal Travel","Eco",1464,"3","5","3","3","1","3","2","1","4","5","4","3","4","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",28,"Business travel","Business",2015,"1","4","1","1","4","4","4","4","5","4","5","3","4","4",0,0,"satisfied"
"Female","Loyal Customer",55,"Business travel","Business",1587,"1","1","1","1","3","4","4","5","5","5","5","4","5","4",0,0,"satisfied"
"Female","Loyal Customer",42,"Business travel","Business",3854,"3","5","5","5","5","3","3","1","1","1","3","1","1","3",38,33,"neutral or dissatisfied"
"Male","Loyal Customer",14,"Personal Travel","Eco",1162,"2","5","2","2","4","2","4","4","5","4","5","3","5","4",19,16,"neutral or dissatisfied"
"Female","Loyal Customer",23,"Personal Travel","Eco",296,"4","4","4","3","4","4","4","4","1","2","3","2","4","4",55,63,"neutral or dissatisfied"
"Female","Loyal Customer",18,"Personal Travel","Eco",2475,"2","1","2","4","5","2","5","5","2","3","3","4","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",14,"Personal Travel","Eco",460,"1","4","1","2","5","1","4","5","4","2","5","5","5","5",29,25,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Personal Travel","Eco Plus",591,"1","0","1","2","3","1","1","3","4","2","5","4","5","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",14,"Personal Travel","Eco",1118,"3","5","2","1","2","2","2","2","4","4","5","4","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Business travel","Business",3357,"3","2","2","2","1","3","4","3","3","3","3","4","3","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Business travel","Business",3528,"4","4","4","4","4","5","4","4","4","4","4","4","4","4",0,0,"satisfied"
"Male","Loyal Customer",53,"Business travel","Business",888,"1","5","5","5","3","4","3","1","1","1","1","4","1","3",33,45,"neutral or dissatisfied"
"Female","Loyal Customer",73,"Business travel","Business",364,"2","2","2","2","4","3","3","2","2","2","2","3","2","2",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",25,"Business travel","Business",603,"4","4","5","4","5","5","5","5","3","4","5","5","5","5",0,0,"satisfied"
"Male","Loyal Customer",49,"Business travel","Business",1773,"5","5","5","5","3","4","5","4","4","4","4","3","4","5",7,0,"satisfied"
"Female","disloyal Customer",23,"Business travel","Eco",236,"1","4","1","2","3","1","3","3","5","2","5","4","5","3",17,18,"neutral or dissatisfied"
"Male","Loyal Customer",32,"Business travel","Eco",998,"4","4","4","4","4","4","4","4","2","2","4","1","3","4",7,18,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business travel","Business",370,"5","4","5","5","4","4","5","5","5","5","5","4","5","3",0,0,"satisfied"
"Male","Loyal Customer",39,"Business travel","Business",3626,"3","2","3","3","3","5","4","4","4","4","4","5","4","3",3,5,"satisfied"
"Female","Loyal Customer",42,"Business travel","Business",2896,"2","2","2","2","5","4","4","4","4","4","4","4","4","3",6,0,"satisfied"
"Female","Loyal Customer",38,"Business travel","Business",3939,"3","3","3","3","3","3","4","3","3","3","3","3","3","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Personal Travel","Eco",421,"2","3","2","2","2","1","1","2","2","2","5","5","2","1",4,3,"neutral or dissatisfied"
"Female","Loyal Customer",20,"Business travel","Business",373,"3","5","5","5","3","3","3","3","4","2","4","3","4","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Business travel","Eco",1013,"3","1","2","1","3","3","3","3","1","3","4","3","4","3",51,57,"neutral or dissatisfied"
"Male","Loyal Customer",15,"Personal Travel","Eco",814,"3","4","2","4","3","2","3","3","4","3","3","1","4","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",52,"Business travel","Business",2139,"1","1","5","1","2","5","4","4","4","4","4","3","4","4",0,7,"satisfied"
"Female","Loyal Customer",52,"Business travel","Business",1887,"3","3","3","3","5","5","4","4","4","5","4","4","4","3",21,14,"satisfied"
"Male","Loyal Customer",60,"Business travel","Eco",500,"3","5","5","5","3","3","3","3","4","1","3","3","4","3",15,8,"neutral or dissatisfied"
"Female","Loyal Customer",33,"Business travel","Business",416,"1","0","0","3","3","3","3","4","4","0","4","3","4","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",70,"Personal Travel","Eco",1044,"4","5","4","2","2","4","2","2","3","1","3","4","4","2",0,0,"satisfied"
"Male","Loyal Customer",26,"Business travel","Business",834,"2","5","5","5","2","2","2","2","3","1","2","2","2","2",4,9,"neutral or dissatisfied"
"Female","Loyal Customer",19,"Personal Travel","Eco",763,"5","5","5","2","4","5","4","4","3","4","5","3","4","4",0,0,"satisfied"
"Male","Loyal Customer",56,"Business travel","Eco",854,"2","4","4","4","2","2","2","2","2","1","3","1","3","2",2,5,"neutral or dissatisfied"
"Female","Loyal Customer",37,"Business travel","Business",1075,"5","5","5","5","1","1","1","4","4","4","4","2","4","4",3,0,"satisfied"
"Female","Loyal Customer",52,"Business travel","Business",3841,"5","5","5","5","2","5","4","5","5","5","5","3","5","3",39,42,"satisfied"
"Male","Loyal Customer",48,"Business travel","Business",3734,"1","4","5","4","5","3","2","2","2","2","1","3","2","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Business travel","Business",2655,"5","5","5","5","5","4","4","5","5","5","5","4","5","4",0,0,"satisfied"
"Male","Loyal Customer",43,"Business travel","Business",2405,"4","4","5","4","4","5","4","4","4","4","4","5","4","5",0,0,"satisfied"
"Female","Loyal Customer",10,"Personal Travel","Eco",853,"3","4","3","3","3","4","4","4","5","4","4","4","5","4",372,368,"neutral or dissatisfied"
"Female","Loyal Customer",31,"Personal Travel","Business",626,"3","5","3","4","2","3","2","2","3","3","5","5","5","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",24,"Personal Travel","Eco",100,"3","5","3","3","5","3","5","5","5","4","5","3","4","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Personal Travel","Eco",689,"2","5","2","1","3","4","4","2","2","2","4","3","2","3",9,9,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Business travel","Business",2723,"1","1","1","1","4","5","4","4","4","4","4","4","4","5",23,18,"satisfied"
"Female","Loyal Customer",17,"Business travel","Business",806,"3","3","3","3","5","5","5","5","1","3","2","4","4","5",0,0,"satisfied"
"Male","Loyal Customer",31,"Business travel","Business",3130,"3","5","5","5","3","3","3","3","1","1","3","3","3","3",0,5,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Personal Travel","Eco",833,"1","3","1","3","1","3","2","3","3","1","4","2","3","4",17,3,"neutral or dissatisfied"
"Male","Loyal Customer",67,"Personal Travel","Eco",515,"3","4","3","3","3","3","3","3","5","5","5","5","5","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",18,"Personal Travel","Eco",1846,"3","2","3","4","2","3","2","2","4","4","2","4","4","2",6,7,"neutral or dissatisfied"
"Female","disloyal Customer",26,"Business travel","Business",761,"5","5","5","2","4","5","4","4","4","5","5","3","5","4",50,53,"satisfied"
"Male","Loyal Customer",31,"Business travel","Eco Plus",2400,"4","3","3","3","4","4","4","3","2","4","3","4","1","4",0,30,"neutral or dissatisfied"
"Female","Loyal Customer",33,"Business travel","Business",3404,"4","4","4","4","5","4","5","4","4","4","4","5","4","4",0,0,"satisfied"
"Female","Loyal Customer",23,"Business travel","Business",3376,"4","5","5","5","4","3","4","4","3","4","3","2","3","4",6,0,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Business travel","Business",2475,"2","2","2","2","5","4","4","4","3","4","5","4","4","4",8,0,"satisfied"
"Male","Loyal Customer",31,"Personal Travel","Eco",1312,"2","1","2","3","5","2","5","5","1","3","2","2","3","5",16,12,"neutral or dissatisfied"
"Male","Loyal Customer",50,"Business travel","Business",971,"3","3","3","3","5","5","5","5","5","5","5","3","5","4",0,0,"satisfied"
"Male","disloyal Customer",26,"Business travel","Eco",605,"2","3","2","4","5","2","5","5","4","5","3","3","4","5",3,0,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Personal Travel","Eco",1773,"3","5","2","5","5","2","5","5","4","5","3","5","5","5",3,0,"neutral or dissatisfied"
"Male","Loyal Customer",28,"Personal Travel","Eco Plus",227,"2","1","2","4","4","2","4","4","3","3","4","3","4","4",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",27,"Business travel","Eco",475,"2","5","2","4","3","2","3","3","1","3","1","3","5","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Business travel","Business",1749,"5","5","5","5","4","3","5","4","4","4","4","5","4","3",39,45,"satisfied"
"Male","Loyal Customer",20,"Personal Travel","Business",1102,"4","5","4","3","2","4","2","2","4","1","1","1","5","2",15,9,"neutral or dissatisfied"
"Male","Loyal Customer",34,"Business travel","Business",2506,"2","4","4","4","2","4","4","2","2","2","2","4","2","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business travel","Eco",2079,"3","3","3","3","3","3","3","3","3","5","2","1","4","3",0,7,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Business travel","Business",2602,"5","5","5","5","5","4","4","5","5","5","5","3","5","3",0,0,"satisfied"
"Female","Loyal Customer",7,"Personal Travel","Eco",414,"0","4","0","3","3","0","3","3","4","2","5","3","5","3",0,0,"satisfied"
"Male","Loyal Customer",24,"Business travel","Business",733,"5","5","5","5","5","5","5","5","5","3","5","5","5","5",0,0,"satisfied"
"Male","disloyal Customer",39,"Business travel","Business",895,"2","2","2","4","5","2","5","5","5","4","4","5","5","5",0,2,"neutral or dissatisfied"
"Male","Loyal Customer",64,"Personal Travel","Eco Plus",347,"1","4","1","3","5","1","5","5","3","2","4","5","5","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Personal Travel","Eco Plus",637,"4","5","4","2","4","4","4","4","4","4","4","3","4","4",42,54,"neutral or dissatisfied"
"Male","Loyal Customer",12,"Personal Travel","Eco",731,"1","4","1","5","1","1","1","1","1","3","3","4","3","1",31,10,"neutral or dissatisfied"
"Female","disloyal Customer",25,"Business travel","Business",602,"1","0","1","2","5","1","2","5","4","4","5","3","4","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",20,"Personal Travel","Eco",200,"1","3","1","2","3","1","3","3","2","2","5","3","1","3",51,48,"neutral or dissatisfied"
"Male","Loyal Customer",12,"Business travel","Business",1024,"3","3","3","3","3","3","3","3","4","4","3","3","3","3",134,146,"neutral or dissatisfied"
"Male","disloyal Customer",21,"Business travel","Eco",431,"3","4","3","4","3","3","3","3","1","5","4","3","3","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",18,"Business travel","Business",1448,"1","1","1","1","4","4","4","4","5","3","3","1","2","4",0,15,"satisfied"
"Male","Loyal Customer",26,"Personal Travel","Eco Plus",1947,"5","5","5","1","3","5","3","3","5","3","4","5","5","3",6,3,"satisfied"
"Male","Loyal Customer",60,"Personal Travel","Eco Plus",666,"2","5","2","3","2","2","2","2","4","2","2","4","2","2",11,0,"neutral or dissatisfied"
"Male","disloyal Customer",42,"Business travel","Business",224,"3","3","3","1","4","3","4","4","3","1","4","3","1","4",60,55,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Business travel","Business",1363,"2","2","2","2","4","4","4","2","2","3","2","5","2","3",22,20,"satisfied"
"Female","Loyal Customer",34,"Personal Travel","Eco",733,"1","2","2","3","5","2","5","5","2","2","4","3","3","5",14,10,"neutral or dissatisfied"
"Male","Loyal Customer",26,"Personal Travel","Eco",1585,"2","1","2","1","4","2","1","4","2","1","1","1","2","4",10,0,"neutral or dissatisfied"
"Male","disloyal Customer",33,"Business travel","Eco",413,"4","3","4","3","5","4","2","5","4","4","1","2","2","5",40,30,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business travel","Business",1620,"2","2","2","2","4","3","4","5","5","5","5","4","5","5",0,0,"satisfied"
"Female","Loyal Customer",59,"Business travel","Business",544,"2","2","2","2","2","4","5","5","5","5","5","3","5","4",0,0,"satisfied"
"Female","Loyal Customer",58,"Business travel","Business",1917,"0","0","0","2","4","3","1","3","3","3","3","2","3","2",0,16,"satisfied"
"Male","disloyal Customer",16,"Business travel","Eco",234,"4","3","4","3","2","4","2","2","3","2","4","3","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",67,"Personal Travel","Eco",861,"3","4","3","4","1","3","1","1","4","3","4","4","4","1",10,0,"neutral or dissatisfied"
